date,symbol,open,high,low,close,adj_close,volume,source,ingestion_ts
2026-03-02,AAPL,25.370741980630108,26.268764759968274,24.96590062776033,25.856177307492587,25.856177307492587,1721864.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-03,AAPL,25.99457985343444,26.197069386176768,25.60629435173487,25.807325230352166,25.807325230352166,879754.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-04,AAPL,25.915966122237027,25.93421178187791,25.204402761244275,25.222159959407623,25.222159959407623,2185109.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-05,AAPL,25.26816640821,25.49457788556238,25.194706301274344,25.420674404401314,25.420674404401314,1574754.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-06,AAPL,25.28526917293032,25.930796247141465,25.08206485879625,25.724065558894292,25.724065558894292,1264431.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-09,AAPL,25.587426266703275,25.87821361161957,25.055094304058194,25.34310506990858,25.34310506990858,1713591.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-10,AAPL,25.397162117918025,25.663217630071994,25.367995065517572,25.63377883816591,25.63377883816591,895980.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-11,AAPL,25.495820803935686,25.656674380171317,25.355525748393717,25.516266816992918,25.516266816992918,1116465.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-12,AAPL,25.493244303814116,25.980056145032922,25.32030506204795,25.805002023613373,25.805002023613373,1721824.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-13,AAPL,25.836396435130645,26.65956513822404,25.59202769005309,26.409773215627958,26.409773215627958,752433.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-16,AAPL,26.289598817912,26.416461159591993,26.167993764705255,26.294831900262437,26.294831900262437,1380487.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-17,AAPL,26.18710067664749,26.193785163632676,25.754494777228484,25.761070516280956,25.761070516280956,1370760.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-18,AAPL,25.75137187875536,25.96986686748248,25.310948133723844,25.527543989763494,25.527543989763494,1963303.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-19,AAPL,25.5789718092444,25.994383842405192,25.310413481251867,25.72429969026969,25.72429969026969,807819.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-20,AAPL,25.83352699817757,25.979993645139388,25.387485801779476,25.53224428598654,25.53224428598654,1794505.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-23,AAPL,25.594242032351378,25.789294736457922,25.08419966917694,25.276833414789465,25.276833414789465,1043368.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-24,AAPL,25.28428063671554,25.387997642917856,24.82067143102753,24.92290606606318,24.92290606606318,1073119.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-25,AAPL,24.848516699063616,25.202441099967963,24.783490396522673,25.13666075071651,25.13666075071651,884105.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-26,AAPL,25.028984647316058,25.78852522163511,24.776049169032053,25.53052136240416,25.53052136240416,914259.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-27,AAPL,25.47834952873556,25.891876342282806,25.285988412956943,25.697857941632577,25.697857941632577,1327373.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-30,AAPL,25.739995807344783,26.264573932075873,25.535067489730082,26.057120831698935,26.057120831698935,908681.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-03-31,AAPL,26.092206610092546,26.4055338449276,25.7261529729986,26.038839349184137,26.038839349184137,1443965.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-01,AAPL,25.82012330736282,26.25698881156689,25.774147204086372,26.21031791580622,26.21031791580622,1016718.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-02,AAPL,26.127946537046068,26.492324980072432,26.028872109109848,26.39224834744208,26.39224834744208,886090.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-03,AAPL,26.519406997195517,26.6952766342034,26.26958237270962,26.444958285711312,26.444958285711312,1051659.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-06,AAPL,26.453337640250435,27.080608445367197,26.354329488862376,26.979630512883205,26.979630512883205,1305385.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-07,AAPL,26.82670900524728,27.562036618554643,26.58171284744327,27.31260301132049,27.31260301132049,1119613.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-08,AAPL,27.569977446115093,27.714730941616814,27.110574374505838,27.25366711325014,27.25366711325014,1210307.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
2026-04-09,AAPL,27.250512039897387,27.30582700325399,27.057517584240493,27.11255250785147,27.11255250785147,1428141.0,synthetic_sample,2026-05-23T18:18:53.425656+00:00
