date,symbol,return_1d,return_21d,momentum_63d,volatility_21d,zscore_63d,volume_zscore_21d,label_forward_21d,label_direction_21d,feature_set,source,created_at
2026-03-02,AAPL,0.020606102627758416,0.06707167308247675,-0.029030635287776718,0.19104369641547359,0.6014612918795569,0.8884655773131787,0.00706454165746373,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-03,AAPL,-0.0018893774032970878,0.07185698060604673,-0.05036818060779735,0.1889634528055975,0.5906010353601783,-1.5074749131302971,0.015615437936981058,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-04,AAPL,-0.022674386660432644,0.0606441498511312,-0.052317633496444804,0.20205427978597418,0.01961670276828051,2.084164776761505,0.046391284089768225,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-05,AAPL,0.00787063619107875,0.05917271012073799,-0.03289143409745243,0.20157842504129933,0.240814081494271,0.4610530004706009,0.04029334017718478,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-06,AAPL,0.011934819260359664,0.07795355053688624,-0.0012902769419896876,0.20145038645715882,0.5574656566422684,-0.3568346279591349,0.04880896260796508,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-09,AAPL,-0.014809497671101624,0.056604096676951654,-0.015579983882405779,0.2107726292037007,0.167686687455985,0.8920542178615409,0.07771336369316528,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-10,AAPL,0.011469540431431335,0.08691328340086679,-0.01394316576865251,0.20087638096924107,0.47913891318266855,-1.2458190194367886,0.06319350281170366,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-11,AAPL,-0.004584264454916442,0.1011382004096395,-0.039623826109003946,0.188695119293154,0.3796022174398903,-0.5748412607903549,0.06255953123187608,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-12,AAPL,0.011315730811694014,0.1095784587284172,-0.04066114082187566,0.18997129077525998,0.7231226816126097,1.0468949375220937,0.038906118781636856,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-13,AAPL,0.023436200139072882,0.10195170773920847,-0.021136873593201377,0.17980586205122587,1.4173228031350873,-1.4624931551169846,0.03550449574660086,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-16,AAPL,-0.0043522265195939935,0.07658035766740157,-0.024767308077597083,0.17465739465965985,1.327744892164421,0.13812510049886792,0.03652547349355073,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-17,AAPL,-0.020299098545526473,0.05130838572987795,-0.035398220762406285,0.19243121287330497,0.7564213742374684,0.08051189512942858,0.06569433656385337,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-18,AAPL,-0.009065094028987364,0.03051372009255182,-0.0367839505099381,0.19373607585738062,0.5136958691789417,1.4732673040604323,0.0910624122020427,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-19,AAPL,0.007707584426652758,0.043267103214085,-0.044568724767084955,0.1935438011278512,0.7952204634973936,-1.3235459598776367,0.09872420428350992,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-20,AAPL,-0.007465913808949898,0.0370102601808715,-0.029755920641058142,0.19591393146037075,0.5851020796842057,0.961392027088591,0.11779344651422052,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-23,AAPL,-0.010003463398525314,0.015930489726739605,-0.04460961061815938,0.19723285881359418,0.2982969233782854,-0.9106660150343795,0.10798868242515502,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-24,AAPL,-0.014002044596266638,-0.006410013678943449,-0.06362478516324344,0.2015285170614158,-0.12175049239975218,-0.7563504837449829,0.12101076958174839,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-25,AAPL,0.008576635649419462,-0.012921190799755733,-0.0520370670237974,0.19660068847563927,0.19434953449200942,-1.1760185271662533,0.103410918004186,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-26,AAPL,0.015668772220527538,0.004550722379157657,-0.03595913814083174,0.20396514398074314,0.7721370526629545,-1.0224215518612059,0.06854902340052837,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-27,AAPL,0.006554373757319265,0.016284879373180017,-0.020706665615447872,0.20407998238678096,1.0357863011779729,0.023084966168670087,0.0806335321603,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-30,AAPL,0.013980266016037302,0.028537831461823204,0.021113358816229777,0.20885455567081906,1.5135834755495803,-0.9455238960787336,0.07382659534576708,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-03-31,AAPL,-0.000701592575514276,0.00706454165746373,0.011374040319294565,0.19748747749458553,1.4692038169439467,0.38963852431962664,0.057652692093037805,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-01,AAPL,0.006585491938505106,0.015615437936981058,0.02069924745196028,0.19837817094652443,1.6701634339561806,-0.6930796078293912,0.04735781085408686,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-02,AAPL,0.006941176075019984,0.046391284089768225,0.04535642728800471,0.1807792148102511,1.8437093730686767,-0.975693223471185,0.04708982280382612,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-03,AAPL,0.0019971749877210065,0.04029334017718478,0.04571568593115849,0.17966573880992995,1.8393104214415843,-0.4455548275176895,0.04865758946797416,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-06,AAPL,0.02021830480484388,0.04880896260796508,0.05852643683494785,0.18721538407690064,2.391297238578704,0.27981979866466533,0.04517699617956583,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-07,AAPL,0.01234162559336327,0.07771336369316528,0.10567719798333064,0.1797181367879697,2.6021717657783587,-0.18338718451356165,0.02603714215906039,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-08,AAPL,-0.002157827946531632,0.06319350281170366,0.10725159450518063,0.17848912301238717,2.3743775814441546,0.04786033637372548,0.03857692158570547,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
2026-04-09,AAPL,-0.0051778208346158205,0.06255953123187608,0.10907081185203493,0.17880219486687346,2.1003365124632096,0.6704858170509944,0.023758598926004293,1,final_v1,synthetic_sample,2026-05-23T18:18:53.460056+00:00
